Matricula,Temporada,Embarcacion,Armador,casco,tipo_presevacion,eslora,potencia_motor,capbod_m3,numowned
PT-21042-CM,2018-II,"NAYLAMP",PANTA PANTA DORA ;RAMIREZ PERICHE JOSE MERCEDES,MADERA,N/P,17.049999239999998,440,41.59,1
PT-2116-CM,2018-II,SIEMPRE MI CAUTIVO,PAZO QUEREVALU SANTOS ELOY,MADERA,CAJ/HIE,12.149999619999999,156,33.49,2
PT-3309-CM,2018-II,MARIA FELICITA,PANTA ECA CARLOS ;PANTA ECA OSCAR,MADERA,CAJ/HIE,19.60000038,380,102.13,1
CO-20910-PM,2018-II,DON JUAN II,EMPRESA PESQUERA J & B E.I.R.L.,MADERA,CAJ/HIE,18.02000046,350,71.07,1
PL-18112-CM,2018-II,SOLO DIOS CON SU PODER,PAIVA HUAMANCHUMO SEGUNDO MANUEL,MADERA,N/P,12.600000380000001,178,45.5,2
CE-16114-PM,2018-II,TASA 61,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,43.59999847,1500,589.26,48
PT-2604-CM,2018-II,CRUZ DE CHALPON,OROSCO CASTRO JOSE ROSARIO,MADERA,CAJ/HIE,14.80000019,85,110,4
CO-11391-PM,2018-II,NORMA,AUSTRAL GROUP S.A.A,ACERO NAVAL,RSW,51.72999954,1416.83,649.79,20
PT-4243-CM,2018-II,MILAGRO DE LUREN II,ECA PANTA ROSA GLADYS ;PANTA DE PANTA FELICITA ;PANTA RIVAS DIONICIO ;PANTA RIVAS GREGORIO,MADERA,N/P,13,144,33.03,1
CE-17212-CM,2018-II,TIO CARAMELO,EMPRESA PESQUERA MARIA DEL ROCIO S.R.L.,MADERA,CAJ/HIE,21.89999962,208.7,110,3
PL-40719-CM,2018-II,SANTA ELVIRA 2,PESQUERA NEGOCIOS GB S.A.C,MADERA,N/P,16,NA,36.03,1
PL-50471-PM,2018-II,MI JOSUE,JAERI S.A.C.,MADERA,N/P,25,650,108.41,1
CO-2660-PM,2018-II,CORINA,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,35.61999893,536.9,350,29
PL-17664-CM,2018-II,CRISTO SALVADOR 3,IPANAQUE OROSCO ISRAEL ABIMAEL,MADERA,CAJ/HIE,18,540,108.28,5
CO-9905-PM,2018-II,ATLANTICO II,PESQUERA CANTABRIA S.A.,ACERO NAVAL,N/P,36.90000153,NA,403.99,10
PT-30546-PM,2018-II,MARISOL,MARTINEZ JACINTO BENJAMIN ;MARTINEZ JACINTO JUAN,MADERA,N/P,19.299999239999998,455,104.78,1
CE-3037-PM,2018-II,TERESA,PESQUERA OSIRIS E.I.R.L.,ACERO NAVAL,N/P,22.89999962,600,156,1
CE-18658-CM,2018-II,MI ANITA 4,CUSTODIO EFFIO LORENZO,MADERA,CAJ/HIE,19.299999239999998,177.47,103.2,3
PL-18008-CM,2018-II,JESUS ES LUZ Y VIDA 2,PALMA EFFIO RUTH ELIZABETH,MADERA,N/P,14.649999619999999,280,35.5,1
PL-6079-CM,2018-II,EL MESIAS,B & E GROUP S.A.C.,MADERA,N/P,14.96000004,250,38.95,2
PL-4346-CM,2018-II,MI BERTITA,B & E GROUP S.A.C.,MADERA,N/P,15,280,65.05,2
PT-3816-CM,2018-II,DON JULIO,EMPRESA PESQUERA ROMYFRAN S.A.C.,MADERA,N/P,15.75,100,33.99,1
SY-1514-CM,2018-II,ANA,PESQUERA ANNA S.R.L.,MADERA,N/P,14.69999981,190,63.54,1
PT-11175-CM,2018-II,INMACULADA CONCEPCION,PAZO REYES ROSARIO,MADERA,N/P,15,220,35.75,1
PT-19879-CM,2018-II,SAGITARIO,FIESTAS QUEREVALU BERNARDO,MADERA,CAJ/HIE,16.299999239999998,180,74.12,1
CO-18299-CM,2018-II,MAGDALENA 2,PESQUERA H Y J S.A.C.,MADERA,N/P,13.09000015,178.96,32.99,2
TA-15253-CM,2018-II,MALVI,TUME VITE MALVI GLADYS,MADERA,N/P,14.64000034,174,48.97,1
PT-3950-CM,2018-II,MI CHAVELITA,LLENQUE DE PAZO MARIA FRANCISCA ;PAZO LLENQUE TOMAS AQUILINO,MADERA,N/P,19,455,99.3,2
TA-21062-PM,2018-II,SIEMPRE LEONOR,PESQUERA ANYELES S.A.C.,MADERA,N/P,22.60000038,400,108.17,1
CO-4368-CM,2018-II,LINDA ROSA,HERNANDEZ PORTAL PABLO RAUL ;TAPIA DE HERNANDEZ DELIA,ACERO NAVAL,N/P,17.799999239999998,178.96,105,1
PT-11173-CM,2018-II,MILAGRO DE CHALPON III,EMPRESA PESQUERA CRUZ DE CHALPON SOCIEDAD ANONIMA CERRADA,MADERA,CAJ/HIE,20,380,56.65,2
PT-10394-CM,2018-II,ARBOLITO DE NAVIDAD V,PAIVA DE TEMOCHE LIDIA ;TEMOCHE ECHE SANTOS VICENTE,MADERA,CAJ/HIE,16,238,44.51,1
PL-6578-PM,2018-II,JEHOVA ES LUZ DEL MUNDO,BERNAL HUAMANCHUMO AURELIO GUIANFRANCO,MADERA,CAJ/HIE,17.92000008,365,56.85,1
CE-14634-PM,2018-II,ISABEL II,PESQUERA SE?R DE LA JUSTICIA S.C.R.L.,ACERO NAVAL,N/P,31.47999954,514.53,243.1,1
PT-41560-CM,2018-II,ARBOLITO DE NAVIDAD,EMPRESA PESQUERA L & A SOCIEDAD ANONIMA CERRADA - EMPRESA PESQUERA L & A S.A.C.,MADERA,N/P,18,365,78.94,1
PT-50763-PM,2018-II,SANTA TERESITA,EMPRESA PESQUERA ANDRECALIX S.R.L.,MADERA,N/P,20,600,80.57,1
TA-21060-CM,2018-II,ROMELIO,ROYFRAN S.A.C.,MADERA,N/P,18.61000061,540,107.28,2
CO-18309-CM,2018-II,SANTOS LIBORIO,TEMOCHE ECHE EUSEBIO CALIXTO,MADERA,CAJ/HIE,12.96000004,218,37.49,1
PL-4167-CM,2018-II,MARIA EMILIA,LLENQUE DE MARTINEZ MARIA EMILIA ;MARTINEZ LLENQUE JORGE LUIS ;MARTINEZ LLENQUE JOSE SANTOS ;MARTINEZ LLENQUE JUSTO ASENCION ;MARTINEZ LLENQUE OSCAR HUMBERTO,MADERA,CAJ/HIE,13.649999619999999,220,46.93,1
CO-20658-CM,2018-II,APOSTOL SANTIAGO,DEL CASTILLO CA?RI SADI WILSON,MADERA,N/P,18.59000015,340,107.99,1
PL-11393-CM,2018-II,MARIA MERCEDES,SIPION BARRIOS AUGUSTO,MADERA,CAJ/HIE,20.799999239999998,125,105.49,1
PL-3658-CM,2018-II,MI JOSE RAYMUNDO,BANCES LLAUCE MARCELINO,MADERA,N/P,13.5,280,42.19,1
PL-10317-CM,2018-II,ALMIRANTE GRAU N° 3,ROSA ESTEBAN PALMA S.A.C.,MADERA,CAJ/HIE,15.80000019,348,42,3
PL-17358-CM,2018-II,MI SUSANITA,PESQUERA ORLAND S.A.C.,MADERA,CAJ/HIE,14.34000015,180,35,2
PL-23047-CM,2018-II,MONITOR HUASCAR 1,PESQUERA ORLAND S.A.C.,MADERA,CAJ/HIE,19.92000008,365,103.9,2
PL-11472-CM,2018-II,MI GUMER 2,TORRES SANTILLAN MANUEL ALBERTO,MADERA,CAJ/HIE,15,280,38.85,1
CE-5835-PM,2018-II,CALAMAR 2,PESQUERA LUISA S.A.,ACERO NAVAL,RSW,22.47999954,380.3,161.51,2
CE-2639-PM,2018-II,RENZO 4,PESQUERA HUMACARE S.A.,ACERO NAVAL,N/P,24.37999916,402.62,191.65,7
PL-4453-CM,2018-II,DON INOCENTE,CORPORACION EMPRESARIAL JOMAX E.I.R.L.,MADERA,CAJ/HIE,12,275,40.23,1
PL-4324-CM,2018-II,JUAN CARLOS,PESQUERA LUZMAG S.A.C.,MADERA,CAJ/HIE,15.06000042,340,45.05,4
PL-31178-PM,2018-II,NEPTUNO,PESQUERA JUFRAN SB S.A.C.,MADERA,N/P,20,365,85.14,1
PL-5662-CM,2018-II,SABINA BEATRIZ Nº4,PANTA SANCHEZ JHONATAN BERNARDO ;PANTA SANCHEZ LARRY ALBERTO,MADERA,CAJ/HIE,14.75,84,33.45,2
CO-10407-CM,2018-II,MOISES I,PERICHE PANTA CRISPIN,MADERA,N/P,14.5,177.47,57.44,1
PT-30971-CM,2018-II,JORGE II,INVERSIONES PESQUERAS JORGE E.I.R.L.,MADERA,N/P,19.450000760000002,450,108.18,1
CO-18762-PM,2018-II,BENDICION DE MI MADRE,PERICHE PANTA CRISPIN ;PERICHE PERICHE JUAN CARLOS,MADERA,CAJ/HIE,15.57999992,365,85.35,1
CE-29556-PM,2018-II,CRISTO REDENTOR,OROSCO CASTRO JOSE ROSARIO,MADERA,CAJ/HIE,20.97999954,445,110,4
PT-3996-BM,2018-II,JOSE OTILIO III,EMPRESA PESQUERA PAE S.A.C.,MADERA,CAJ/HIE,11.93999958,220,36.04,1
PL-35852-PM,2018-II,DON ERNESTO,INVERSIONES DON ERNESTO S.A.C.,MADERA,N/P,20,185,77.06,1
CE-28659-PM,2018-II,DON RAUL IV,INVERSIONES QUIAZA SAC.,ACERO NAVAL,RSW,43.29999924,1300,325.13,2
HO-21050-CM,2018-II,MARCO ANTONIO,PESQUERA MARCO ANTONIO S.A.C.,MADERA,CAJ/HIE,23.14999962,540,108.63,1
CE-4019-CM,2018-II,PROGRESO I,EMPRESA PESQUERA JADA S.A.C,ACERO NAVAL,N/P,19.80999947,380,107.11,1
HO-21106-PM,2018-II,VANESSA,PESQUERA JANO S.A.C.,MADERA,CAJ/HIE,20.60000038,480,94.93,3
CE-11490-PM,2018-II,REGION CHAVIN IV,PESQUERA CENTINELA S.A.C.,ACERO NAVAL,N/P,32.68999863,421.32,279,11
CE-0227-PM,2018-II,MACABI 9,RH ADMINISTRACIONES S.A.,ACERO NAVAL,N/P,38.93000031,NA,287.3,4
PL-18009-CM,2018-II,JESUS MENSAJERO DE PAZ,EMPRESA ISAFRAN S.A.C.,MADERA,CAJ/HIE,12.52999973,320,35.41,1
PL-5499-CM,2018-II,NIÑO DEL MILAGRO II,FIESTAS FIESTAS JOSE EUSEBIO ;SANTAMARIA DE FIESTAS MANUELA,MADERA,CAJ/HIE,16.299999239999998,190,68.19,1
PL-4851-PM,2018-II,BEATITA DE HUMAY 3,CUSTODIO HUAMANCHUMO NICOLASA,MADERA,N/P,18.799999239999998,150,39.1,3
PL-19845-CM,2018-II,D. ANGELO AGUSTIN,QUEREBALU CASTRO JOSE MERCEDES,MADERA,CAJ/HIE,14.899999619999999,230,36.74,1
TA-3854-PM,2018-II,AURORA MARGARITA 2,AUROMAR S.A.C.,MADERA,CAJ/HIE,14,2400,105.03,4
CE-15458-CM,2018-II,TENTADORA,EMPRESA PESQUERA ANOR S.A.C.,MADERA,CAJ/HIE,16.31999969,238,103.85,1
CO-22133-PM,2018-II,VICTOR III,GROUP VIOLETA S.A.C,MADERA,N/P,19.14999962,250,105.27,4
PL-34323-PM,2018-II,EMMANUEL,GORDILLO JACINTO TORIBIA,MADERA,N/P,19.799999239999998,450,104.16,2
PL-1524-CM,2018-II,JUANA ROSA,ECHEANDIA PAIVA AUGUSTO ;ECHEANDIA PAIVA EDUARDO ;ECHEANDIA PAIVA JOSE MATIAS ;ECHEANDIA PAIVA TOMAS ;FIESTAS DE ECHEANDIA GREGORIA ;FIESTAS DE ECHEANDIA ROSA VICTORIA ;LARA DE ECHEANDIA MARTHA ;LLENQUE DE ECHEANDIA CONCEPCION,MADERA,CAJ/HIE,14.90999985,89.48,40.29,1
PT-3901-CM,2018-II,CARLOS Y EDUARDO,PANTA ALVAREZ CARLOS ;PANTA ALVAREZ EDUARDO JOSE,MADERA,CAJ/HIE,15.399999619999999,365,77.46,1
PT-3888-CM,2018-II,CINTHIA,RODRIGUEZ VARGAS MARGARITA CARMEN,MADERA,N/P,15,238,87.11,1
TA-21063-PM,2018-II,MI EDUARDO,CALDERON DE FIESTAS MARTHA ELENA ;FIESTAS PERICHE PEDRO ARCANGEL,MADERA,N/P,19.96999931,540,99.54,1
CO-15856-CM,2018-II,MERCEDEZ ANGELITA,GALAN PINGO JUAN ENRIQUE ;GALAN PINGO ROSA ANGELITA ;GALAN PINGO SANTOS MANUEL ;PURIZACA ECHE MARIA DEL PILAR ;PURIZACA FIESTAS JOHNNY WALTER,MADERA,CAJ/HIE,14.63000011,180,66.84,1
CO-0192-PM,2018-II,SUSANA,PESQUERA CHAPSA S.R.L.,ACERO NAVAL,N/P,31.60000038,238.62,295.87,2
PT-17720-CM,2018-II,DON GREGORIO,ECHE PANTA JOSE ROBERTO ;GLADYS ECHE PANTA ;PANTA ALVAREZ ELOY,MADERA,CAJ/HIE,17.21999931,380,86.5,1
PT-11102-CM,2018-II,JESUS NAZARENO CAUTIVO,FIESTAS ECHE MANUEL BERNARDINO ;QUEREVALU DE FIESTAS TEODORA,MADERA,N/P,11.80000019,222,36.87,1
PT-21143-PM,2018-II,MARIA ISABEL II,RUMICHE VALENCIA FRANCISCO ;RUMICHE VALENCIA LUCIO CAYO ;RUMICHE VALENCIA PABLO ;RUMICHE VALENCIA SANTOS,MADERA,N/P,21.200000760000002,380,98,2
PL-6383-CM,2018-II,ROSITA AMALIA,BERNAL CASTRO ANGELITA ;CASTRO URCIA VICTOR RAUL,MADERA,CAJ/HIE,12.350000380000001,150,37.7,1
PT-4413-CM,2018-II,MI SAN MARTIN I,ROSAS MARTINEZ DE RUIZ WILMA ;RUIZ ANTON DANIEL,MADERA,CAJ/HIE,14.100000380000001,88,43.49,1
CO-16650-PM,2018-II,DON LOLO,QUEREVALU PAZO MANUEL ;QUEREVALU PAZO WILFREDO,MADERA,CAJ/HIE,20.89999962,174,70.17,1
PL-18115-CM,2018-II,SABINA BEATRIZ Nº1,PANTA OROSCO WILMER MANUEL,MADERA,CAJ/HIE,12.100000380000001,365,36.2,2
CE-2779-PM,2018-II,RENZO 2,PESQUERA HUMACARE S.A.,ACERO NAVAL,N/P,24.87000084,402.67,190.72,7
CO-20285-PM,2018-II,CRISTINA,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,43,1030,494.71,27
CO-0394-PM,2018-II,ROCIO,PESQUERA TEVIMAR S.A.,ACERO NAVAL,N/P,36.15000153,746,296,5
PL-11067-CM,2018-II,CRUZ DE CHALPON 2,PESQUERA LUZMAG S.A.C.,MADERA,CAJ/HIE,11.94999981,180,39.28,4
PL-17159-CM,2018-II,DON MANUEL,CHANDUY ZE? JUAN CARLOS,MADERA,N/P,14.80000019,180,34.11,1
CO-17901-CM,2018-II,DON JULIO,EMPRESA PESQUERA BRANIMAR S.R.L.,MADERA,CAJ/HIE,15.80000019,238,69.58,2
PT-3956-PM,2018-II,SEÑOR DE LA ASCENCION,ECHE PERICHE JUAN GUALBERTO,MADERA,N/P,20,454,74.24,1
PT-17974-PM,2018-II,MI SANTO TORIBIO,ECA DE ECHE MARTHA ESTHER ;ECHE SANCHEZ CLAUDIO,MADERA,CAJ/HIE,19.85000038,440,66.38,1
PT-3461-CM,2018-II,VIRGEN DEL CARMEN II,PANTA AMAYA GERARDO ;PANTA AMAYA RAFAEL ;PANTA DE RUMICHE CONCEPCION ;PANTA DE RUMICHE MAXIMA ;RUMICHE PANTA FELIPE ;RUMICHE PANTA FRANCISCO ;RUMICHE PANTA MARIA CRISTINA ;RUMICHE VALENCIA MARIA JOSEFA,MADERA,CAJ/HIE,13.55000019,350,33.37,2
PT-17962-CM,2018-II,MILAGRO DE CHALPON,INVERSIONES PESQUERAS JUAN CARLOS E.I.R.L.,MADERA,CAJ/HIE,19.28000069,600,85,2
PL-19963-CM,2018-II,SANTA ELVIRA,GALAN CHIMOY JUAN ELEODORO ;GALAN DE GALAN FELICIA,MADERA,CAJ/HIE,15.30000019,185,53.54,1
PL-14314-CM,2018-II,GUIAME SEÑOR DE LUREN 2,CORPORACION CORSIHU S.A.C.,MADERA,N/P,16.04000092,180,34.55,2
PT-38792-CM,2018-II,MERCEDES ANGELITA II,ECHE TUME JIMMY OMAR ;ECHE TUME JOSE ANTONIO ;TUME FIESTAS MARIA ALFONSA,MADERA,N/P,19.5,365,93.96,3
PL-2273-CM,2018-II,SANTA CATALINA,FIESTAS LLENQUE ROMAN GILBERTO,MADERA,CAJ/HIE,14.94999981,240,45.63,1
CE-3707-PM,2018-II,RIBAR I,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,40,663.84,325,27
PT-4238-PM,2018-II,MI CAUTIVO,PAZO REYES JOSE GUALBERTO ;PAZO REYES SILVESTRE ;RUMICHE ECHE MATILDE PAULA ;VALDIVIEZO QUEREVALU CLARA ELENA,MADERA,N/P,19,350,90.48,1
PT-5823-CM,2018-II,MARIA ANGELITA III,ECHE TUME JIMMY OMAR ;ECHE TUME JOSE ANTONIO ;TUME FIESTAS MARIA ALFONSA,MADERA,CAJ/HIE,12.05000019,155,50.38,3
CO-17711-CM,2018-II,JESUS EN TI CONFIO,ARROYO CHANCAFE MANUEL ;BERNAL OROSCO VIOLETA,MADERA,CAJ/HIE,16.30999947,238,79.96,2
PL-18436-CM,2018-II,BENDICION,CORPORACION CORSIHU S.A.C.,MADERA,CAJ/HIE,11.56999969,235,33,2
CE-21140-CM,2018-II,NUESTRA SEÑORA DE LA PAZ 3,HUAMANCHUMO CASAS VICENTE ;SIPION DE HUAMANCHUMO MARIA VICTORIA,MADERA,N/P,14.80000019,400,39.62,1
PL-20856-CM,2018-II,NUESTRA SEÑORA DE FATIMA,RAMOS KONG BLANCA ESTHER ;RAMOS KONG LUIS ALEJANDRO,MADERA,CAJ/HIE,15,350,53.46,1
PL-17357-CM,2018-II,LAYDI DIANA,BERNAL CASTRO MARIA MAGDALENA ;URCIA CASAS RAUL,MADERA,CAJ/HIE,18,134,49.61,1
PT-51907-PM,2018-II,MI JESUS SANTOS,SUCLUPE URCIA EDWIN RUBEN,MADERA,N/P,21,450,73.94,1
CE-15568-PM,2018-II,SUSAN VI,PESQUERA CENTINELA S.A.C.,ACERO NAVAL,N/P,33.00999832,633.84,292.96,11
CE-15260-PM,2018-II,MARYLIN II,PESQUERA HAYDUK S.A.,ACERO NAVAL,RSW,48,1100,535.04,19
PL-10547-CM,2018-II,MI MARCELITA,FIESTAS CURO MARCIAL ;PANTA MARTINEZ MANUEL ;PANTA PUESCAS JUAN,MADERA,CAJ/HIE,14.35999966,222,34.67,2
PT-4268-CM,2018-II,SANTA TERESITA,EMPRESA PESQUERA JOALMI S.R.L.,MADERA,N/P,19,365,33.58,1
CE-6613-PM,2018-II,COMANCHE III,CFG INVESTMENT S.A.C.,ACERO NAVAL,N/P,37.40000153,633.8,385.33,20
CO-16560-CM,2018-II,CAPRICORNIO 7,PESQUERA CAPRICORNIO S.A.,ACERO NAVAL,N/P,21.78000069,268.65,104.63,7
SE-0751-PM,2018-II,ZHENNA I,INDUSTRIAS ALIMENTICIAS ACUICOLAS S.A.C.,ACERO NAVAL,N/P,31.39999962,522.4,208.53,1
CE-6387-PM,2018-II,CAPRICORNIO 5,PESQUERA CAPRICORNIO S.A.,ACERO NAVAL,RSW,35.97000122,633.85,395.25,7
CE-2914-PM,2018-II,LIMA 5,PESQUERA TAMBO S.R.L.,ACERO NAVAL,N/P,36.56999969,740.14,398.03,1
PT-18058-CM,2018-II,MILAGROSO CAUTIVO,FIESTAS PERICHE JOSE FRANCISCO ;JACINTO DE FIESTAS EULOFIA,MADERA,CAJ/HIE,15.80000019,540,94.65,1
CO-20440-PM,2018-II,SIMY 1,CFG INVESTMENT S.A.C.,ACERO NAVAL,N/P,38.65000153,894.84,358.22,20
PT-29100-PM,2018-II,DON MANUEL II,TEMOCHE PUESCAS CRISTINA ISIDORA ;TEMOCHE PUESCAS DANIEL,MADERA,N/P,20,429,86.9,1
CO-20779-PM,2018-II,JESUS ES EL CAMINO,TUME DE VITE MARIA ANITA ;VITE PINGO JUAN,MADERA,CAJ/HIE,16.30999947,208.79,79.01,1
PT-4432-CM,2018-II,MILAGRITOS,TUME RUIZ CESAR AUGUSTO ;TUME RUIZ JUAN ALEJANDRO,MADERA,N/P,14.600000380000001,290,46.08,1
PT-21119-CM,2018-II,LORENA,MARTINEZ JACINTO JUAN ;MARTINEZ JACINTO JULIO ;PANTA DE MARTINEZ HILDA MARUJA ;PANTA ECA MARIA DILSIA,MADERA,N/P,19.89999962,200,105.83,2
PL-21027-PM,2018-II,JHONNY MANUELITO,ALVAREZ CARRERA JUANA ;ALVAREZ ECHE JOSE SIMON,MADERA,N/P,20,440,100,1
PT-20762-CM,2018-II,SEÑOR DE LA ASENCION II,ECHE PERICHE JOSE ELOY,MADERA,CAJ/HIE,11.5,214,33.36,1
PL-017354-CM,2018-II,ALABADO SEA DIOS,JACINTO ECHEANDIA RAQUEL DEL MILAGRO ;JACINTO LLENQUE JUANA AMELIA ;TINCEP AREVALO JOSE ANDRES,MADERA,N/P,15,334,73.72,1
PT-11862-CM,2018-II,PODEROSO CAUTIVO,FIESTAS PERICHE NORBERTO ROLANDO ;RUIZ RUMICHE MERCEDES MAGDALENA,MADERA,CAJ/HIE,16.700000760000002,380,73.51,1
CE-5078-PM,2018-II,PROGRESO II,EMPRESA PESQUERA FAISA S.A.C,ACERO NAVAL,N/P,18.79000092,347,119.22,1
PL-1005-CM,2018-II,MARCOS DAVID,HUAMANCHUMO RAMON JIMMY JAVIER ;HUAMANCHUMO RAMON MARCOS DAVID ;HUAMANCHUMO RAMON DE DIAZ LUCY GLADYS ;RAMON LEYTON DOROTEA,MADERA,CAJ/HIE,14.899999619999999,220,34,1
PT-4401-CM,2018-II,MARIA DEL ROCIO,FIESTAS PERICHE YOLANDA JESUS,MADERA,CAJ/HIE,14,320,60.64,1
CO-21909-PM,2018-II,ELISA,CFG INVESTMENT S.A.C.,ACERO NAVAL,N/P,39.09999847,1200,330,20
CO-20239-CM,2018-II,JUAN,QUEREVALU PERICHE JOSE SIMON ;VALDIVIEZO QUEREVALU DE QUEREVALU EUSEBIA,MADERA,CAJ/HIE,14.02000046,171.51,109.11,1
HO-1142-PM,2018-II,JULISSA,PESQUERA JANO S.A.C.,MADERA,N/P,20.65999985,230,109.23,3
CO-16806-CM,2018-II,FLORA I,EMPRESA PESQUERA FLORA S.A.C.,MADERA,CAJ/HIE,21.049999239999998,75,109,1
PL-29764-CM,2018-II,NIÑO DEL MILAGRO III,FIESTAS GALAN MANUELA,MADERA,CAJ/HIE,16,280,68.39,1
CO-18297-CM,2018-II,SAN MARTIN DE PORRAS IV,NEGOCIOS PESQUEROS SAN MARTIN DE PORRAS S.A.C.,MADERA,N/P,19.200000760000002,177.47,91.1,1
CO-10418-PM,2018-II,ALEXANDRA,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,42.43999863,1450,381.6,29
PL-3030-CM,2018-II,CRISTO SALVADOR,GROUP VIOLETA S.A.C,MADERA,CAJ/HIE,22,220,105.09,4
PT-18830-CM,2018-II,DON VICTOR,TEQUE FIESTAS JUAN,MADERA,CAJ/HIE,19.93000031,NA,109.52,1
PT-6324-PM,2018-II,MAGALLANES,PESQUERA CANTABRIA S.A.,ACERO NAVAL,RSW,40.77000046,850,394.37,10
PL-2250-CM,2018-II,EL NAZARENO,CASTRO DE CHAYAN ROSA DEL PILAR ;CHAYAN CASTRO MANUEL ALFREDO ;CHAYAN SIPION JUAN PASTOR,MADERA,CAJ/HIE,16.700000760000002,265,52.72,1
PT-19876-CM,2018-II,ESPERANZA EN CRISTO II,PANTA PANTA HECTOR,MADERA,N/P,17.26000023,80,34.31,1
PT-6081-CM,2018-II,EXITO,PANTA AMAYA JOSE JULIAN ;PANTA PANTA JOSE,MADERA,CAJ/HIE,14.81999969,238,52.04,1
PL-1517-CM,2018-II,MARGARITA ISABEL,INVERSIONES PESQUERAS HB S.A.C.,MADERA,CAJ/HIE,14.64000034,340,34.1,1
CE-11169-CM,2018-II,SILVIA ESMERALDA,"NAHIARA ESMERALDA S.A.C.",MADERA,N/P,15,177.45,72.97,2
CO-18657-PM,2018-II,MARIA ISABEL,RUMICHE VALENCIA FRANCISCO ;RUMICHE VALENCIA LUCIO CAYO ;RUMICHE VALENCIA PABLO ;RUMICHE VALENCIA SANTOS,MADERA,CAJ/HIE,22.64999962,540,97.26,2
CE-20661-PM,2018-II,MODESTO 3,PESQUERA NIROCI S.A.C.,ACERO NAVAL,RSW,35.40999985,940,301.66,5
CO-19579-PM,2018-II,MARIA JOSE,PESQUERA DIAMANTE S.A.,ACERO NAVAL,RSW,45.43999863,960,449.16,29
CO-17360-PM,2018-II,DON GERARDO,PESQUERA PELAYO S.A.C.,ACERO NAVAL,RSW,46,1051,575.12,4
CO-10302-PM,2018-II,MAGNOLIA BELEN,PESQUERA CHAPSA S.R.L.,ACERO NAVAL,N/P,31.09000015,380.3,293.14,2
PL-18085-CM,2018-II,MI ZOILITA,EMPRESA PESQUERA B & B E.I.R.L.,MADERA,CAJ/HIE,13.71000004,180,34.2,1
PL-4446-CM,2018-II,JESUS SOBRE LAS AGUAS,BERNAL PALMA ELI FABIAN,MADERA,CAJ/HIE,18.02000046,185,39.99,1
PT-20064-PM,2018-II,ARCA DE NOE IV,PANTA PANTA HECTOR ;PANTA PANTA PERCY ;PANTA PANTA SEBASTIAN ALBERTO ;PANTA PANTA TEOFILO,MADERA,CAJ/HIE,21.04000092,540,92.34,1
PT-11176-CM,2018-II,PROVIDENCIA DE DIOS,FIESTAS ALVAREZ EBERTH ;FIESTAS ECHE MARIA ANGELA ;FIESTAS ECHE MARIA DEL SOCORRO ;FIESTAS ECHE MARIA HUMBERTA ;FIESTAS ECHE MARIA LEONARDA ;FIESTAS ECHE MARIA MAGDALENA ;FIESTAS ECHE MARIA MARLENEE ;FIESTAS ECHE ROSA CECILIA ;FIESTAS ECHE SANTOS,MADERA,N/P,14.97999954,120,65.5,1
PL-4158-BM,2018-II,MONITOR HUASCAR Nº 2,SANTISTEBAN URCIA MANUEL ;SANTISTEBAN URCIA PEDRO,MADERA,CAJ/HIE,13.05000019,326,33,1
PL-21001-PM,2018-II,MI JUSTINA,FIESTAS GALAN DE LLENQUE MARIA JUSTINA ;LLENQUE FIESTAS LUIS ALBERTO ;LLENQUE FIESTAS MANUEL RAMOS,MADERA,CAJ/HIE,22.60000038,365,110,1
PT-12970-PM,2018-II,CHARLY,PESQUERA HUMACARE S.A.,ACERO NAVAL,RSW,33.58000183,805,290.88,7
PL-18111-CM,2018-II,MI ANGELICA,CHAPILLIQUEN PRADO PEDRO ;FIESTAS DE FIESTAS MARIA BERTHA ;FIESTAS DE JACINTO MARIA ANGELITA ;FIESTAS MARTINES MARIA LEONOR ;FIESTAS MARTINEZ ILDA ROSA ;FIESTAS MARTINEZ JOSE CIRIACO ;FIESTAS MARTINEZ LUIS GERMAN ;FIESTAS MARTINEZ MARIA GLADYS ;FIE,MADERA,CAJ/HIE,15.649999619999999,134,33,1
PL-19495-CM,2018-II,MITSI ISABEL,BERNAL CASTRO MIGUEL ANGEL,MADERA,CAJ/HIE,15,130,35.04,1
CO-11939-PM,2018-II,ALONDRA,LOS HALCONES S.A.,ACERO NAVAL,N/P,31.09000015,450,277.78,4
CO-15314-PM,2018-II,DON FERNANDO,INVERSIONES DE ACUICULTURA S.A.,ACERO NAVAL,RSW,44.20000076,1125,412.5,3
PT-3401-CM,2018-II,MI DIONICIO 3,LOBOS MARINOS S.A.C.,MADERA,N/P,17.200000760000002,365,50,3
PL-22439-PM,2018-II,LUIS ALVARO,FIESTAS CURO DE LLENQUE CECILIA PATRICIA ;LLENQUE CURO ITALO JAVIER ;LLENQUE CURO PERCY WILLY ;PAIRAZAMAN ZULOETA CARMEN FANNY,MADERA,N/P,14.96000004,440,110,2
